review,label
"smells like musk, not refreshing at all. . . if youre in your 60s or 70s, pwede. . , will give it to my lola. . .",0
okay the sound is fine and madali syang malowbat yung freebie is useless,1
Ok nman po empty battery sya pag bago akala ko d nagana. kaya chinarge ko then yun gumana na kaso madali lng sya pala malobat,1
tama ang size sa gray jacket para sa anak kong babaepero mali ang size sa black na jacket na pinadala nyo i ordered large size pero medium pa din pinadala nyo maliit po ito sa anak kong lalaki dissapointed kami na makatanggap ng maling sizes check nyo po mabuti bago kau magbalot at magpadala,1
somethings lacking battery dapat my libre kahit isa lng overall good,1
very affordable maganda ang item will surely order again thank you shopee and seller pati na rin kay kuyang rider,2
"the parcel has bubble wrap, but no box. i ordered 8 packs, half of the sleeves from each pack have dents. also, the delivery is somehow slow.",0
very bad customer service rude staff extra hard firmness but still saggy 3x na punta laging ganun kaya sa sm north branch nalang kami kumakain mas ok ang ramen at staff,0
thank you working po maganda din sya maliit lng pero mgnda,2
thank you lazadathank you seller at kay kuyang ridermaganda nman hindi na lagi hawak ang tablet kapag nood ng mga anik anik na youtube,2
sorry wala akong pictures pero maganda sya na delivered sya agad sa friend ko d pa kc nilalagay ng friend ko ung wallpaper pero she s satisfied with it daw thank you seller will order again,2
order complete medyo manipis lang yung tela napaka arte pa naman ng pagbibigyan ko mukang hindi magugustuhan anyway thank you,1
very fast shipping and delivery securedly packed no damage fully functional mo issues whatsoever bought it for my sons laptophe uses it for online class and of course long hours gaming so far its working well and my kid loves the way it cools his laptop thanks seller and courier,2
good it serves its purpose nice the delivery guy is okay sana magtagal di masira agad napakamura niya pero maganda siya,2
kulang kulang yung items na deneliver saken,0
i ordered it december 3 and dumating january 3 pinacancel ko yong order kase antagal alam kong may bagyo pero dapat nadeliver na to on time mas nauna pang dumating yong huli kong inorder kesa dito kahit wala pang bagyo,1
"perfect for organizing closets and entryways, space-saving shoe rack, convenient storage for shoes and hats, mahirap i-distinguish ung mga parts if based lang sa manual na kasama, pero once ma-identify mo na, okay na. maganda at maayos. sana matibay.",1
okay na sana kaso ung bra grabe sobrang panget pero the rest goods naman na siya ilang araw lang na deliver na sana d nako kumuha bra sayang,1
white order ko na large dumating gray na medium gg,0
item recieved fast friday lang ako nag order ngayong sunday narecieve kna agd which is mejo sira yung box pero okay nman okay nman yung item kaya lang pag nsa level 2 at 3 n sya every minute namamatay sya i ask seller to reture the item pero walang makausap,1
bad bad experience mali na yung na receive ko puro pa factory defect plus di pa responsive si seller pangit yung class ng diaper not recommended waste of money,0
ok perfect na sana kaso d nasunod ung size nong pink shoes size 25 po order ko selller pero ang binigay size 23 makaibang bata po pagbibigyan ko sayang pero over all ok xa at maganda thank u parin seller,1
took some time to use the keyboard first before doing the review so far so good all keys working same with the mouse maganda sya and sulit na sulit for the price,2
"perforated design for better airflow, ideal for casual outings, ideal for casual outings,",2
ngaun lang nakapag review trinay qpa kc ang tablet qng maauz by the way nagana naman xa kaso lang konti lang ang application na download kc nag ffull storage na xa agad kahit my 60gb pa na available sa storage ang nakalagay kc sa spec nitong tab ay 64gb,1
maganda tas ang bilis dimating thank you,2
5 10 ang mahal ng payong nd nmn ganun ka quality sira pa sabi ko seller if ayaw bilik pera ko change items nd na nag reply,0
ayus ang ganda malambot ung plane color pero ung stripes makati ok parin naman,2
mali yung size na binigay medium order ko pero large dumating pero nandito na eh gagawan ko na lang ng paraan next time paayos po nung idedeliver nyo po na size hehe,1
small for my almost 7 yrs old kid,0
good kaso di pantay ang size order aku ulit sana ma satisfied na aku,1
ayaw ko na mag order nto dto na shop,0
tae na bulok sayang pera,0
the description says what you see is what you get this is clearly not a platform sandals i also asked the seller in less than 5 minutes upon ordering this if they can cancel the order cause i wanted to order another thing para isang shipping nalang,0
"convenient pouch packaging, high-quality ingredients, no artificial flavors or preservatives, great value for money, my cat loves this food! ,",2
"comfort: good quality material, the only way i could ever be able is to get my own car to work for a couple months before",2
i ordered 1 black 1 white and 1 caramel pero 1 black and 2 caramels ang dumating maliit pa size,1
2nd order ko na dito pinabili lang saken kase need ren nila nang ganyan so far okay naman yung mga product worth it pong bilhin yung tela sakto lang po sa price nya lagi gamit ng hubby ko every day na aalis,2
"this is a fantastic picnic mat that i highly recommend. it' s spacious, comfortable, durable, and stylish, making it the perfect companion for any outdoor gathering. while there are a few minor drawbacks, they are easily outweighed by the overall positive experience. i' m confident that the this will be a cherished part of my outdoor adventures for years to come.",1
packaging: ok nice scent: scent like old school perfume,2
manipis expectation vs reality tlga pricey para price not recomended,0
8 sorry but i am kinda disappointed about the box may mga sira sira na parte ng box naka bukas na yung box nung binuksan ko ung parcel gagamitin kopa sana ung box buti yung neck fan is walang damage,0
goods nmm sya akala koden may gift wala pala pero thanks paden sa shop ganda nya,1
yng items po na isa may mga bakbak po sana po sa sunod paki check yng mga items bago ipa ship makikita nyo sa video,1
"provides peace of mind for belongings,",2
"durability: lightweight and easy to carry. , relax and unwind in style. , perfect for outdoor relaxation. , portability: nice",2
hndi sya nakasama sa package nakalimutan yata ni seller,0
malakas 1 hour lang ginamit at di na gumana need icharge,1
5 10 sobrang tamis ng amoy nakakasuka hindi na ako bibili dito wag na din kayong bumili,0
dark colors large pero dalawa doon parang medium size samantalang ung apat maluwag sira agad isang araw palang not worth it,0
ok naman sya kasu yung packaging di secured may mga butas yung wall paper tapos may isang wallpaper kanina na wasay yung 5 inches long nya kasi di talaga secured walang box o karton na pang support namanlang sana tapos mahirap ma tanggal yung paking tape na naka dikit sa,1
mukang okay naman hindi kupa nattry kase hindi pa naman ako rumarampa,1
all items are in good condition but ganon ang liliit ng sizes i ordered 38 parang dumating sakin mga 36 lang ata,1
"emulsion formula for easy application, emulsion formula for easy application, emulsion formula for easy application, non-greasy and lightweight texture,",1
"highly compatible with apple devices, provides peace of mind for belongings, perfect for keeping track of important items, sometimes not accurate and hard to locate",2
poor defect di gumagana sayang pera,0
10 10 fast delivery kaso mas dark pala yung color sa personal kesa sa picture pero super okay na din mukhang matibay salamat seller,2
disappointed luma na ung binigay sakin pinag gamitan na ung sa charging pin my kawalang na puro bakat pa ng rugby at gasgas halatang halata na luma na,0
ang gandaaaaaa salamat seller at sa shoppe,2
nice medyo mahirap lang i connect but overall very nice sound quality 15 10 durability 11 10 nabagsak ko pero goods pa rin,2
99 supeerrrrr nice pero parang manipis nayung tela pero so far so good naman no more rants na kasi dina masasauli hahahhaahha ty seller,2
rechargeable hindi pala may 20000 mah na battery wala pala dikoryente lang na na naka usb wire hahahaha sayang isa ako sa naisahan sa shop nato pero salamat pa din kasi dumating,0
june 26 2018 i called up frontdesk at around 620am i requestwd dor mur because we will be out the whole day i read at your keycard holder mur is upon reuqest only between 11am to 2pm i told frontdesk na papalinis sana kami okay lng ba na ngaun ang,0
"non-greasy and lightweight texture,",2
not worth it parang gamit na yung pinadala jusko wala manlang quality check before i ship ang dumi pa at puro gasgas buti nalang gumagana pero feeling ko hindi mag tatagal to naka angat agad yung sa may charging port,0
"my order is usb c female to usb 3. 0 male, but the one delivered is the 3. 5mm male to 3. 5mm male straight to angle flat cable 5m (black?) my excitement turned into disappointment.",0
problim ko lng di nsunod ang kulay blue order ko ang dumating ay white so ano pa silbi ng choose the color kng di nman pla masunod gusto ng costumer seller nxt time dn hwag kyo pla dsetion sa color pg wla pm nio muna kmi na costumer,0
early lunch kami kaya konti pa kumakain di pa rin nagbabago masarap pa rin food,2
not good sobrang disappointed kasi ndi namin nagamit kasi walang isang minute lowbat agad as in hindi tlaga sya nagamit hayyst sobrang sayang,0
functionality: damaged. not working quality: lousy value for money: bad,0
design,1
di ako sure kung ano ba ung sinasabing mystery pouch kasi eto yung dumating sakin i asked the seller pero d naman ako inasikaso sana ng sumagot man lang si sellr to explain thanks,0
recieved item but it is incomplete kulang ng 1pack of facemask disappointed but since it is christmas di n ako ngreklamo thank you kay kuya rider mabait,1
10 ang ganda at talagang malaki may magagamit na anak ko kapag nag laro ng basketball salamat seller rider and shopee,2
seller bakit same color lahat nakakdismaya available pa lahat nilagay ni tapos ang e dinilever mali tsssk,0
2nd time ko na mag order nito super nice tlga ng fitting mukang mamahalin pag suot mo na,2
mali po ung product na binigay nyo wla po ako inorder na earphones ang i order a white brallete tas d pa nakalagay sa plastic ung mga bra literal na parang nilagay directly ung product sa plastic ng jnt then wla ng platic na isa pa na pag lalagyan nung,0
4 star lang kasi dun sa color hindi ganun tsaka yung blue medyo masikip parang skinny jeans sa khaki medyo maluwag pagkabaston. may tastas din pala. maraming salamat. God Bless.,1
salamat at kompleto naman po ang order ko sa susunod po order ako ulit maganda at makulay lahat,0
"it does not pinch or whatever you call it, well. specially on metal objects. oly caters small width",1
i m so disappointed mascara ba talaga to,0
damage nakaka dismaya sira ung binigay tapos papalitan ko hindi mag rereply thankyou ng thankyou see attached file na inupload ko kahitb100 plus lang yan sana inayos niyo naman paanu kayo kikita kung ganyan kayo,0
good sobrang ganda nya nagustuhan ng anak ko palagi nya dala sa school thank u seller at sa sa mabait na rider,2
sira ung 3 item,0
hshdjebdndkfnsbabandbjdmsmsbdjdjsbzbsbsbsznzbsbs. grabe tagal sobra bago maship hdbbdjs,0
may ibang may damage at may mga hindi pantay pantay ung gupit,1
the one i ordered was blue pero black ang dumating the umbrella is nice mukang matibay pero syempre iba pa rin ang order ko if the item is not available please make sure you contact your customer first so they have the choice para makapag decide ulit,1
amazing i buy again good 100 pra sakin kya bumili na kau hnd kau magsisisi malaki pa sya,2
good if you are not a fan of stained hands then this is not for you it actually smells good i received a wrong item i ordered tan seller gave me pink i want to rate it 5 star if only tama yung item na nareceive ko i,1
maganda Sana yung charger Pero sa una lang sya..ang tagal mapuno CP ko tapos mabilis din masira Kaloka..,1
great hindi siya white na white may pagkablue gray tint siya mukhang maganda naman at sana matagalang gamitan ito haha fast delivery and i am happy with my purchase thank you may weight siya pero keri lang,2
ganda nya sobraaaaa gustong gusto ko ung quality nya d sya ung malambot thank you will order again,2
okay naman di pa nagagamit n di pa nakita ni mama wala namang sira and nag reresponse si seller thankyouuu yung parang wire niya parang madali masira pero let s see sira na yung umbrella cheap price nga naman,1
medjo mainit sya sa balat kapag inaply mo e g sa leeg oks naman mahirap lang ipush yung pang spray nya 8 10,1
berry splash ang oder k iba nmn ibinigy nyo detergent antibac nmn sna kung ano yong order ung ang ibigy nyo.,0
salamat shopee maganda sana mabilis nga lang malowbat sana next time mas maayos at malakas na ang labas ng hangin,1
first time to purchase on this store and i placed my order at 99 and i m satisfied cos they delivered it immediately item was well packed though the box was slightly deformed it s alright since the item itself is working naman thank you,2
hnd q na pinicturan naiinis aq may basag un salamin balot na balot nmn feeling q hnd nmn sya nabasag dhl sa rider alm ng seller na may basag n yon at dhl nga maliit lng go pa din pang exchange gift p nmn ng ank q,0
Ok lang yung delivery time nya. Kaso dun sa mismong item yung problema nya. Nagleak yung liquid nya as soon as naopen yung cap. Para syang marker lang din.,1
bakit salbabida po dumating eh iba naman po yung nasa picture di naman po magagamit ng anak ko pati butas butas pa panu po kaya to,0
ang tagal nya uminit kahit naka max nailang minutes nako nagpapainit non ganon paren tempereture di sya umuunit slight lng,1
i thought this was a 5 star but soon as i checked into the room it shows that it should be a 2 star room was full of dust bathroom stench sour smell the towels smell like basahan really disgusting,0
its far from my expectation pero okay naman yung case is okay lang rin cute,1
order ko gray black and pink blue pero dumating both pink blue,0
okay hindi sya long lasting kaya if gusto nyo mag order ng long lasting not recommended to,0
received wrong item nakakasad lng kasi 1st time ko umorder sa shop nila tapos ganito first time lng nangyari sa akin mali nadeliver sa akin na size ng order ko di nmn mairefund kasi ayaw maprocess,0
"hindi po sya 10meters, 3 meters lang sya",0
actually si seller pi ay very very responsible hehehe i love it dahil naka bubble rap talaga siya as in naka safety at may pa cartoon pa i don t have pic dahil sa excite enopen kona siya agad diko na picturan but still worth it heheheheh sorry sa na rate,2
thanks seller recieve kuna sakto lang yung size 38 dapat tlga plus 1 pag nag oorder,1
recieved the item kaso indi pa namin na try hope ok lang at hope medyo matagal din ang gamitan ng fan incase mag brown out maraming salamat seller god bless,1
2nd time mag order ng payong sa store nato yung lagayan ng shoes akala ko sobra nipis pero hindi pala sa personal kaya natuwa naman ako sa uulitin,2
I' m not satisfied xl na Yung inorder ko na size Kaso Ang liit padin saken tas sobrang feated tapos sobrang nipis Ng tela,1
maganda nmn xa kaso sira na pag deliver saken bad for you seller labas na pinaka loob nung parcel hindi tlga ako makapaniwala na sira xa pero yung isa nagana,1
tela pang teen ager dating jope matibay ito though mura naman thanks po,1
good quality i like the color also very classy perfect to the office i will surely buy again so glad i saw this on tiktok hehe,2
"well packed, no damage. the item was delivered on time. thank you seller. til our next transaction.",2
hindi po nagana ang flash light nya mukhang defective ang napadala sakin d ko p n try if matagal talaga sya malowbat i will return the item kahit need to ng anak ko talaga no,0
super worth the waaaaait! im still exploring the smart watch. maganda ang features and kulay. so worth the money,2
not too happy with the quality,0
wow ang laki ang ganda ang tibay nya thnk u seller and ky kuya n ng deliver super safe and well pack,2
d maxadong maganda ung klse ng bra napaka nipis ng foam but it was good for the prize,1
Received item in good condition and just in time. Makapal naman yung steel. Although ung isang steel is natatanggal mula sa kinakabitan pero okay naman sya.,1
second time kna umorder sulit sya mgnda png negosyo,2
okay po yung mga ipit yung mask lang po sobrang nipis po pala pero thank you po,1
luma ang kwarto pati yung cr ang malala pa ninakawan pa asawa ko manor hotel sa loob mismo ng room niya,0
"convenient packaging, kaya maayos ko na received yong items. , fresh and clean scent pa. thanks lazada and seller at sa rider.",2
nakakapanlumo ka seller kakaorder kolang sayo ng mga medyas nagchat muna ko sayo na sana may red dun nabasa mo yun second order ko nato sayo grabe yung dissapointed ko grabii ngayon lang ako na rate dto sa shopee ng hindi maganda napaka irresponsible mong seller,0
8 10 sobrang layo sa cloud naunang sakin wala akong maamoy na sweet or coconut scent,1
"convenient folding mechanism, great for outdoor activities, sturdy construction for durability, smooth and easy to open and close, compact and lightweight design, provides excellent sun protection,",2
8 5 10 thank you po maganda siya kaso para siyang plastic kaya 4 stars lang muna and godbless po sa seller and kay kuya rider 8 5 10 rate,1
"how i wish to try it and smell the scent but it is plastic wrapped and i intend to give it as christmas gifts. it is affordable and properly packed by the seller. for the scent, the numerous positive feed here from other buyers is enough for me to trust this product.",1
goods oks naman kaso white dumating pink order ko,1
not good y yun isa tumbler na yupi kya 3 star lng,0
sira nman di umaandar nagalit ung nirigaluhan ko byan kakahiya tuloy check nio muna bago nio ipadala nakakabwisit lng kasi ung sira makuha nairegalo ko p hayyyy,0
scam. nakalagay inflatable pool. dumating salba bida haha. isang gamitan lang din sira na agad hahaha,0
sound quality: good,2
magaling ka po tama lahat ng order ko bilang at kulay magandang kaledad mabilis nkarating ang order ko salamat po syo god bless,2
qwertyuiopasdfghjklzxcvbnm,1
may magagamit na ako sa pagchicheck ng outputs ng students ko sa google classroom,2
anyway gandaaa ng ringlight pretty ko na mas gumanda pa ako lalo ginanahan tuloy ako sa pagrerecord ng school activities ems hahahaha dont hesitate to buy na rin,2
nakkdismaya d parepareho size may kasya meron nman masikip pero goods nman ung product three star lang,0
2 10 wag kayo mag pa hype sa nakita nyo sa home buddies wala pang 1 week sira na agad ambilis umiinit kya di ko tinatagalan pag gamit pero nasunog prin sya na deform yung plastik nya sabi ng seller para ma palitan need pa mismong ipadala sa kanila para ma,0
not good the item i receive is good ok naman sya gumagana po pareho ung earphone nya i thought my free na kasama sticker lang pala sya mabilis syang malobat wala pang isang oras or 30mns lobat na agad,1
ok nmn bench yung order ko pero hm yung pinadala doesnt follow your order,0
nag sayang lang ako ng pera binigay sayo ung d order mo sira2x pa kaya wag na kau umorder pa sa shop na to,0
tysm i m very satisfied with the quality of the products the only issue i have with the stylus pen is that it keeps on making those dots like what you see on the video but it s fine with me this will help me in doing my digital notes because i m,2
maganda naman pero kulang yung order ko nag ask si seller if pwedeng sa gcash nalang i refund yung kulang pero wala akong gcash sana nagbigay nalang ng other options ng item na kapalit nung kulang bago i padala yung item,1
i just received the order and hindi po sya exact dun sa pinili kung design klaro naman po na red football sana naman basahin din ni seller naka indicate na nga dun ni remind ko pa by the way thank you,1
pero good quality,1
i ve tried ag cloud inspired scent from other shops before but this has a faint smell of coconut ang light ng amoy and medyo amoy balloon siya,1
sabi sa isqng review na nabasa ko dito maagan daw e apaka bigat tas ang lambot pa parang jelly ace hahaha ok lang since mura salamat po,1
package received today natagalan na nga sa delivery hindi pa chineck ng husto ni seller ng husto yung item na pinadala nya seller kulang ng isang sturnilio hindi ko na na picturan kase ginamit na sana naman icheck nyo yung items bago nyo irelease anyway salamat seller courier and lazada,1
"they delivered band 9 instead of band 10. this was a misrepresentation. i reached out to huawei. they replied fast here in laz chat but said they had already escalated the issue to customer support. after 2 days, i followed up, but they said to wait for a call or an email for the instructions. but after a week, no one reached out. i was forced to accept delivery and use band 9 because it caused me so much inconvenience. be careful in buying items like these, the process of product returns may cause you inconvenience. it' s better to buy in an actual store.",0
manipis na masyado and not foamy at all parang wallpaper nalang talaga,0
actually di ko pa po nabubuksan kasi ipangreregalo ko po sana magustuhan po nang mother ng pagreregaluhan ko,2
bad ang pretty ng color kaya inorder ko and akala k maganda rin quality kaso hindi pala gumagana naman pero nag oautomatic magplay yung music at google kahit dko naman pinipindot,0
"don' t buy this. super poor quality. yes, it is very cheap in price and very cheap in construction. i will be very surprised if it lasts 1 or 2 uses. wrist loop is too small for hand. latches don' t hold it open or closed. when you try to open it, the ribs try to open backwards, must individually fold each rib open. takes a lot of force to keep it in open position. very thin plastic sheet, no fabric.",0
secured ang packaging ng wipes kaso such a waste of money no fragrance and poor quality gamitin ko na lang pang punas ng laptop di pwedeng pang face,1
thankyou seller nasunod yung lahat ng order ko worth it ang paghihintay,2
design: durability: compatibility:,1
maganda daw sabi ng brother ko oorder uli thanks seller napakabilis nyo mag ship more sales to come,2
quality: maganda sya thank you po,2
"convenient folding mechanism, stylish and trendy design, provides excellent sun protection, perfect for sunny days, compact and lightweight design, easy to carry around,",2
