review,label
di ko pa po nabubuksn pero irerate ko na sya mukhang ok naman base sa pagkakapack nya naka bubble wrap naman hope na talagang ayos sya namahalan lang ako sa shipping fee hehe,2
wrong size yung gray kaya nagtaka ako bakit mas malaki akala ko iba ang sizing magkaiba rin sila ng tela mas smooth yung navy blue yung gray manipis mas rough tapos si kuyang nagdeliver maattitude,0
low quality material bubbles all over the sole meaning malapit na mgbakbak,0
kasimg laki lang halos ng kamay ko yung payong very cute and handy sana ok din sya pang ulan pero i doubt lalo na kung malakas more on sa init ng araw sya useful,1
poor due to poor response kulang kulang ung items instead n 4 boxes of face mask ang pinalit isang pair ng tsinelas if ubos na yung stock nyo mag notify nmn kayo s mga customer nyo tsinelas n nga ung binili ko tsinelas p ung ipapalit nyo dun s,0
dalawa pants inorder ko isa lang po yung nasa pack ninyo,0
maliit lang place pero ang saya sa loob lalo na nung naabutan namin yung d jango band nung first night na nagpunta kami magaling din naman yung isang band na napakinggan namin nung 2nd time na punta namin pero the best pa rin ang d jango samin kung rock n roll hanap,2
high quality sobrang ganda nagustuhan po ng kapated ko,2
madaling masira yung holder im just putting my iphone xsmax it s not that big but this happen luckily i catched my phone,0
i bought this thinking that it would arrive just in time for my event then matatagalan pala so i sent a cancellation request which was revoked kasi nagconfirm na si seller i tried requesting again thru chat and nag agree naman si seller but for some reason shinip pa rin,0
okay naman po yung item nung dumating working din yung ilaw mabuti nalang hindi siya sira or basag kagaya nung nabasa ko sa ibang reviews thank you sa seller and kay kuya na rider,1
maganda cia kaso wala ung mga design nia sticker lng ung pinadala pero ung mga nkita ko sa comment eh meron ung magagandang design,1
5 stars kase ang ganda ng quality compared to its price smooth ang pagkakadraw ko ng lines mas mapapadali nito ang pagdadrawing ko thank you,2
expected marshmallow scent pero it smells like sweet vanilla and coconut smells good either ways nung nareceive ko sya basa yung packaging parang nasira sya pero ok lang overall good perfume,1
salamat shoppe mabilis dumating order ko laging ito ang inorder kong baby wipes sa baby ko dahil cheapest price sya pero maganda naman same pa rin naman sa mga mahal na baby wipes,2
you need to ask for picture if the item is good dahil ung sa akin ayaw mag open the seller is responsive in my queries but that is all he insisted that the item is in good condition even if i send a video that it does not open,1
defective earbuds sawi sa unang try,0
thank you nagkamali lang kami ng kabit nung una kaya may ground pero nung pag ayos okay na sya swabeng swabe lang very affordable but the quality of the heater and the shower head is superb worth it na worth it pera nyo dito order ako ulit para sa kabilang,2
ok nmn ung item good quality makapal kea lng mali ung kulay ng isang tumbler order q purple blue gray black kea lng ang dumating prehas purple blue,1
pag may 0 na star i will probably choose kasi wala kwenta kausap ang seller huwag kayo mag order dito,0
tagal ko hinintay i was so excited pero di ung isa hindi gumagana please pakichange po or refund na lang,0
5 10 the product is good sadly yong labas ng mist is so mahina and humihinto every 5 mins nagtanong pako sa seller if usual lang ba ganto i ll suggest bumili ka nalang ng good quality wag kana umasa sa cheap product ma didisapoint ka lang,0
thank youuuu po complete orders and mabilis re wala ring sira ang ganda will order again next timeee heheee mabait si seller,2
good if you are not a fan of stained hands then this is not for you it actually smells good i received a wrong item i ordered tan seller gave me pink i want to rate it 5 star if only tama yung item na nareceive ko i,1
maganda kaso nakakatakot ung glue masyadong madikit di basta basta pwede palitan fake nails baka sumama ung kuko,1
thank you seller maganda sya kaso mukang malaki sakin dapat pala nag size 34 nalang ako heheh pero any ways order nalang ulet ako heheh thank you din sa rider na nag bibigay nang sukli hahah,2
good ang ganda daming choices magaganda ung design napansin ko lang compared sa ibang fake nails ko this one is malambot,2
good ice silk so ganyan na pala kulay ng violet color blind siguro yung nag pack kasi para sa akin gray yan eh kung hindi available magsabi kayo seller hindi pala desisyon magbigay kayo ng tamang option kung yung packer may kasalanan he she needs to be responsible for his her mistake,0
maganda yung shoes kaso mali lang yun color na deliver yung inorder ko po black red pero nakarating sa akin black violet pero ok lang naman po nagustuhan ko yung shoes sana magamit ko ng matagal hehe thanks,1
maganda naman for its price kaso magkadikit yun cup kaya di ko maadjust kung pano ko gugustuhing takpan and isa pang off is yung strap maikli yung strap and masyadong magkadikit yung dalawang strap over all maganda parin pero tinanggal ko nalang yung strap para mas maganda tignan,1
maganda cya at sobrang dikit din cya ang bilis din cya dumating thank you seller,2
para remake lang sya nung orig na nasa pic nila tignan ko if ol din then saka ko i 5 star ill try to use it muna,1
malambot tela pati foam hindi stretchable tight sa katawan ko kahit 34 na eh 32 lang ako,1
grabe what you see is what you get we really love this purchase for our litol one malaki and ang ganda ng quality i super dooper love the vibrance if the color thank you seller and delivery rider,2
anyway gandaaa ng ringlight pretty ko na mas gumanda pa ako lalo ginanahan tuloy ako sa pagrerecord ng school activities ems hahahaha dont hesitate to buy na rin,2
matagal ma ship parang gasgas yung tela maliit yung cup pero tama naman yung size na dumating kung 34 ka 36 dapat order mo ganern,0
creamy i am looking for a tint this is no tint natatanggal at dumidikit pag dinadampi ano ba yan,0
di gumagana yung remote control,1
be responsible sa pagsesecure ng item pasalamat kayo at working ang item pero napaka walang pagiingat ang pagrerepack sira ang karton i am responsible buyer so better be responsible seller,0
napaka bagal po ng serving nila ng pagkain almost 45mins nko naghihintay sa para 1pc chicken na order ko nagrereklamo din mga grab rider na omorder via app almost 1hour and 30 minutes na daw sila naghihintay wla parin yung inorder ng costumer nila,0
ok complete package tama ang item at color na napa bigay kaya lng di ata nakaka pag check c seller may damage yung color white well packed very mabilis ang dating ng parcel at mabait c delivery man,1
rose gold hindi sya nagda dark sa outdoor,1
nabudol ako dto tapos late ko na nabasa ung ibang reviews until i myself had prob of using it it s too heavy easily overheats mga 5 mins pa lang d na gumana and d naka2kuha ng hair strands need ng bonggang effort,0
all goods bilis dumating thankyouu pang 10 times kona umorder dito hahhaha baka naman may pa free sa mga suki charizz,2
na disappoint lang ako dahil excited pa naman sana ako kaso pagkabukas ko basag and then walang bubble wrap sana binagyan kahit konti lang medyo mahina yung sounds,0
ok naman sya kaso parehong kulay ung pinadala yellow and purple inorder ko parehong purple dumating pero maganda nman,1
rechargeable hindi pala may 20000 mah na battery wala pala dikoryente lang na na naka usb wire hahahaha sayang isa ako sa naisahan sa shop nato pero salamat pa din kasi dumating,0
vanilla cotton candy and lavender 2nd order ko na to legit yung napanood ko sa tiktok na super nakakaattract yung amoy ng cloud ni ari g kasi yung mga kawork ko laging inaamoy yung damit ko,2
umay order ko black and white ang dumating all black naka dismaya,0
boss okay na thank u thank u gid sa uulitin ah salamat ulit akba pra sa acoins lang mga lodi cakess haha gawa nyo bald x,2
not bad nayupi ung box at wala sya bubble wrap buti nalang hindi nabasag yung salamin hindi din sya anti blue light at hindi masyado nagblablack sa araw para lng syang ordinary lens na may kulay konti pero na din para sa price nya salamat seller pa rin,1
oks naman siya for it s price goods din packaging niya but hindi nagana ang kanya mic,1
ang ganda ng tsinelas saktong sakto sa paa ko ang cute niya tingnan thank you po seller sa uulitin,2
hindi maganda quality may butas kakaiyak maliit ang sizing add 2 sizes up seller not responsive nung may tinatanong ako una palang sa size chart ayaw din tanggapin ang return better sa ibang shops nlang kayo bumili di kayo iintindihin pag may damage o problema ang items sayang lang,0
mystery pouch po order ko di man lang binigyan ng chance to get excited walang mystery na nangyari there was no box item na agad ang bumungad pagkabukas ng parcel haiiizzztttt,0
thank you seller ang bilis nyang dumating and naka balot sya ng maayus ang ganda ng color,2
amoy kandila sya,1
perfect received the item in good condtion maganda parang ung malaking humifier ko din capacity lang difference pero same performance thanks seller at sa rider,2
matibay maganda po ang narecieve kong item matibay po ito and what you see what you get,2
good safe syang dumating d2 wlang ano mang nang yari sa mga order ko,2
i ve tried it after ko makuha yung package at surprisingly gumana nga medyo naninibago lng ako pero konting practice lng siguro kailangan anyways salamat,2
not satisfied wrong brand ang binigay at mali ang sizes na diniliver,0
ok lang naman thankyou po,1
namali order saken hahahdj mabilis narefund,1
thankyou so much maganda mali lang ako siguro ng selsct ng inches kasi maliit pero thankyou mabilis na ideliver,2
we ordered tali beach for 5 to 6 persons i expected na mabubusog ako ng sobra kasi 5 lang kami but paubos na ung nasa lamesa parang wala pang nangyayare haha pang 2 to 3 persons lang ata yon sobrang konti lang lalo na ung rice ung lasa di sya,0
nakaka disappoint tong seller na to yellow bee yung inorder ko ibang design yung dumating sana ngchat man lang meron na ako nung ganitong design nagka doble pa tuloy kakainis,0
next time seller kng wala ang items na order saiyo mag sabi ka tulad nitong pinadala mo mali ang tagal mopa mag ship tas wrong item lang pala padala mo imbes matuwa anak ko hindi umayos ka magtinda para wala kang makaaway sakin ok lang ang item kaso pang bata,0
sira sya at may amoy na ung adoptor diko bet kase nasayang lng pera ko,0
8 10 1 beses palang nagagamit ng anak ko sa online class sira na agad namatay bigla tapos ayaw na magopen at magcharge,0
pagdating ng product may sira nagana yung fan pero may damage tapos yung seller sabi idiin lang at babalik din daw kahit may basag talaga please check the photo hindi accomodating kausap ang seller ayaw mgpalit ng item,0
ok nman ang speaker yun lang ang mystery box pouch walang kwenta nka plastic na mystery ba tawag doon e kita muna pag bukas same pa yung matt,1
kulang kulang ung pinadala saken wala po ung ice cube maker bakit nman ganun seller,0
ok i already bought this product actually third time ko ng ng pirchased kay seller kaya i assure na satisfied ako sa quality the bad thing is the shipment it takes 3 weeks in shipping di ko na binuksan ireregalo ko kc yan,1
pwede narin maganda siya nagustuhan ng anak ko sa uulitin seller thanks at sa shopee,1
pki blik ung pera ko kunin nyo tong items nyo bkit kulay itim ang dumating green order ko,0
smooth slamat sakto lang sya thnks ky seller till next mablis ang delivery,2
maganda yung headset at yung stand ng phone kaso na disappoint ako sa neck fan cooler gumagana naman kaso di siya adjustable compared sa nauna kung nabili,1
white yung inorder ko black yung dumating hindi ata alam ng seller kung ano ang black at white na kulay,0
10000 10 napaka worth it bilhin what you see is what you get talaga kaya pabudol na po kayo,2
nice maganda sya masarap isuot sakto din sa size ko sana magtagal sya thank you po,2
i ordered black but i received color beige maganda naman yung product kaso black kasi talaga inorder ko,1
kumpleto po lahat ng order ko lage po ako omorder sa shop nato i recommend this shop complete walang damage thank you seller,2
maganda sya pero nde nagana sa call videocall gaming mic etc,1
seller paki replayan po ako ang dami kong chat walang response 2 item po binayaran ko 1 item lang laman please paki contact ako seller,1
i don t think nsa 10meters ito lukot pa,0
maganda naman yung quality nung pen and yung camera cover kaso sobrang tagal lang na ship nung seller almost 1 month bago ko na receive,1
manipis sya hindi sya authentic na bench boxer briefs what you see is what you get talaga you get the price you are paying for,1
10 10 order received thank you kay seller at kuya rider ang cute ng mga clip kaso di na sunod yung isa yellow order ko pero violet naka rating,2
parang gamit na at saka putol2x young sound sayang sana next time ayosin nyo naman,0
nkakadisappoint isa lng nreceive q dlwa ung inorder q tas wla prn aksyon s seller ung product mdaling malowbat wla clang pkialam bxta kumita lng ng pera nd man lng mgreply kng anu ggwin isa lng pndla n seller,0
maliit sya sa totoo kong size 38 pero goma sya kya ok lnggg to delivery rider matiyang hinanap yung bahay nmin thank you po,1
sayang pera ibang iba sa una kong inorder sa shop din na to kung kelan dlwa na ulit inorder ko saka nmn napaka panget anliit anu to pambata imessage mo yun seller tatawanan ka lng so disappointed,0
8 10 akala ko okay sya pagdating sa base sound parang stereo lang kaya pala mura na excite pa naman ako kasi jbl ndi ko type ang sound matinis,1
got it in 4 days legit ang ganda and nakaka kuha tlga ng particles i m inlove with it now thanks seller,2
working mabilis malowbar it take only 1 hour to use continuously masyado ring bulky yung earphone,1
it was definitely worth it akala ko may missing parts pero wala complete lahat and maayos di din maluwag yung lalagyan ng phone and ring light,2
maliit i order size 36 cause i thought that its a bigger size for me kasi 34 ako dati after ko manganak lumaki ako kunti sumikip lang kunti yung mga gamit ko pero nung dumating order ko na disappoint ako kasi ang liit pala ng sizes nila,1
maganda yung products kc c rider n mona ng chat o nag message kung darating na yung parcel,2
ano ba naman yan next time seller pakiayos naman ng mga items nyo tss,0
thankyou seller bilis lang dumating really satisfied buyer here sa uulitin po thankyou thankyou kudos,2
malagkit yung mascara salamat seller and kay kuyang nagdeliver maganda naman po yung product love it,2
hindi tama yung order ko blue football sock ang dumating ay red,0
gumagana naman po matagal din dumating understood naman kc preorder pero chinese ung remote d nmin maintindihan dont know if totoong version sya or china imitation,1
sobrang nipis nya for me kita pa rin yung marker na balak ko sana tapalan nitong wallpaper di ko rin nagamit sayang pero siguro oks naman sa iba sakin lang hindi ewan,1
good wow super cute tlga sobra nagustohan ko sya sa mura hlaga my magnda kna pang ootd thank you seller and rider,2
i ordered two yung isa okay ung isa hindi hindi rn nagrereply c seller syang pera,0
2 pang lalaki yng items na order q tz ang dumating payong na my bulaklak,1
updated comment ko maganda sya sa maganda unang dating palang gumagana na and pangit lang is mabilis malobat may level 1 level 2 and 3 pero to save the battery level 1 lang which is hindi medyo nakaka mahangin need mo ng level 2 or 3 kaso maingay na sya,1
tinry ko to and nung ginamit ko nung gabi tas numg pinatay ko is may red nang kasama pero ok parin sya,1
sori ylto say di sya nahiyang ako namaga yung lips koganda pa nman nya sana,1
2nd time to order this sandals super comfy daw sabi ng mga customer ko maganda din sha at mkhang matibay sha yung bag sosyalin ang dating maliit lng tlaga salamat sa libreng socks will definitely order again suki,2
okay naman for its price super dulas nga lang pag basa i guess okay lang sya for indoor use fast shipping tho,1
poor bakit po ganito ang mouse nio may sariling buhay gumagalaw mag isa hirap gamitin tuloy,0
may sira ung kahon nya tpos may damage ung item ung kahon nya may hiwa pero ung bubble wrap wala d ako sure kung alam ng seller na may damage n sya bago iship kc wala nman hiwa ung bubble wrap eh pero so far nagana nman sya,0
too small sa size 32 ang liit sa size 32 mas kasya ko pa size 38,1
ang ganda nung item thank you,2
hindi maganda ang nakuha swertehan talaga hindi naga charge pero ok lng salamat sa nag deliver at sa seller more power din po,1
may buhok ang radish cake daming langaw kala mo kumakain sa kalye ng binondo there is hair in the radish cake so many flies you d think you were eating at a street in binondo,0
manipis po hindi katulad nung pinag bilihan ko nung una na makapal nagkataon lang na may design ung first kong inorderan tulad na jogger kapag un ulit ang ini add to cart ko ito kasi plain lang,1
diko pa masyado na try din to bat sana tumagal ang sana mgnda pag gmitin na pang picture thank you slamat seller shopee and kuya rider dko pa masyado nttry pero gumagana po sya sana tumagal lng heheh thank you thank you slamat seller shopee and kuya rider,2
maganda napamahal ngalang dahil isa lng binili ko thank u seller thank u shopee at sa rider,2
good comfortable to wear tho a bit small for me kaya pag bibili kayo one size bigger kc maliit ang size nila anyway sulit sya for its price at mukhang matibay nman thanks seller for speedy delivery will order again soon,1
goods for its price oky nmn kso mali size nao4der ko sobrang sikip wla allowance,2
medium ba talaga kasi mukhang size yata ng pang bata iisa lang ang malaki for adult,1
thank you shopee thank you seller thank you courier compete item item in good condition ok mga products nila i bought from their store many times,2
next time please check the item before shipment all working but may kalawang yung cable for computer table,1
defective item defective item defective item received defective item it doesn t connect to any device either on my laptop or tablet seller is not responsive as well will not order again sayang lang pera niyo,0
grabe ang sarap talaga ng manok ng mang inasallll this is my favorite,2
hindi gumagawa kapag hindi nakasaksak pag tinanggal mo kahit gaano katagal i charge hindj sya gagana smells like burning plastic too,0
didn t expect it was rubber typed na sandal kase di ko na basa yong details pero okay naman cheap naman kase hopefully this will last ng ilang months cheap and comfortable naman isuot,1
sounds and bass is an 7 10 but better sya sa mga buds na natry ko na nakukulangan lang ako sa bass sana lang pwede palitan yung language when changing from music mode to game mode and vise versa di ko na kasi alam if nakagame mode na ba yung buds,1
maganda and good quality delivery on time kaso yong picture pinagsama sama ng pinag bigyan ko para sa baby nya salamat po seller,2
thank you my niece loves to draw kaya niregaluhan ko siya nito love niya daw yung kulay kasi color pink matagal nga lang dumating kasi nasa malayo pa kami pero okay naman,2
from 3pcs we ordered only one fits the xl size but ordered 3pcs of xl so what s the challenges seller maideliver lang buti na lang meron ako mapagbibigyan kundi sayang lang,0
bat naman po ganun wrong color yung dumating sana sinabihan niyo muna ako bago niyo shinip yung asawa ko kasi ang gagamit and hindi mukhang panlalaki yun kulay niya sorry 3 star lang,0
good quality ayoko sana magbigay ng negative feedback kaso napaka iresponsable naman ni seller hindi man lang naibalot sa bubble wrap yung item paano kung nabasag at basag na dumating saken sorry nalang ganon lang kasi wala akong choice ang tagal tagal ko hinintay tapos ganito pa nung dumating wala man,0
malambot ung sole ang dumi ng sintas at ung gilid ng shoes parang ginamit na nakakadissapointed ok na sana even tho masyadong mlambot ung rubber nya sira sira pa ung kahon nya,0
light weight typical plastic material sana lang tumagal,1
maluwag siya sa akin akala ko noong umoorder ako kasya kahit sa petite hindi pala,1
super nice and gumagana siya sa phone ko good quality worth it sa price and i think gaganahan ako mag notes sa klase jdjdjs,2
ang ganda nya po shaka comfty sya suotin hindi and tama lang yung laki nya for me hehehe thank you po seller godbless and merry christmas,2
okay naman sya matt na di sya like others na nagbubuo buo then kaso di sya yung color na inorder ko,1
ok po sana product ninyo kaso kulang pinadala nyo sa akin ung brown cat na socks wala po naipadala sayang din po kasi nabayaran ko na,1
salamat shopee at sa seller thank you 2nd order ko na to liget ang shop na ito bilis pa dumating at salamat din kay kuya rider,2
okay naman sya for its price kaso lang wala syang ka amoy amoy hahahahaha mura lang kasi pamahid lang ng kung ano ano,1
4 set order ko bale 40 pcs sana ang dumating isang set lang 10 pcs lang narecieved ko hassel kapag return pa dahil need na gimitin,0
the staff is not accommodating not sulit never come again its not unlimited time so you can t bonding with your friends and family is a time pressure not recommended to anyone its a waste of time and energy,0
true ilike it tnx ky kuya jnt at ky shopee ndin,2
my honest review nakaka sad lang kc ibang iba sa post pic nila mukang marupok ung plastik well mura nmn kc,0
good item maganda maganda tatagal ang item nato order ulit ako pag free shipping ulit,2
mukhang magandang klase naman di ko pa nagagamit pero based sa iba okay naman di ko ma upload video thank you seller,2
i dont like the color of it and masyadong dark sakin yung shade kaya binigay ko na lang kay mother in law plus the backaging literal na pinasok lang sa black na plastick ni shoppee,1
10 10 very affordable and super worth it nung nalobat akala ko di siya mag cha charge pag sinaksak kasi sa charger di mo malalaman kung nag cha charge ba o hindi ehh pero nung tinry kong paandarin ulit umandar naman salamat shoppee,2
okay naman sana pero yupi yung item,1
super nice okay naman for its price affordable and fast delivery photo and video not related,2
good angganda nyaaa 2nd time ordering from this shop and legit sya at maganda ang quality ng products bilis pa naship thank you po,2
napakaraming dents sayang second order na sana namin the first one we ordered is very okay in which i can rate it as 5 5 but now 1 5 disappointed much with how the product looks,0
deffective sayang nman kahit mura lang sya di mu alam kung lowbatt kasi yung ilaw nyan nsa loob lng di umiilaw sa labas at di murin alam kung full charge na di ku nlng isosoli sa murang halaga,0
amoy alcohol di ganto smell ng cloud s,0
received n po lht ng item good quality nmn kaso yung inorder ko n black face mask walang box baka nakalimutan i pack thanks seller and shoppee,1
hi thank you sa pag deliver mabilis naman ang pagdating niya magabda din ang item nakuha ko lang siya nitong sale for only 88php malaki tukong sakin nito pag mag edit kudos sa store and sana long lasting siya hehe,2
poor white yung binili ko pang regalo to kaso mukhang gamit na medyo madumi tapps may mga scratches ng kuko,0
thank you seller wala naman pong damage yung item,2
not satisfied because walang lagayan yung gel pen,0
yupi yung pads what you pay is what you get maganda ang teala yun lang need to change yung pads and hindi sya stretchable maliits yung sizes nila so submit a review and get coins that apply space give hope love,1
it s all good maganda naman po kumpleto ang items na ito and sana magustuhan ko din gamitin para makahinga ng maayos while walking,2
tama ang pinadalang color kumpleto walang kulang madikit din sya thank u will order again mura na rin sya sa price nya tysm,2
maayos namang nakarating complete at wala namang damage hindi ko pa sya naga gamit kung effective nagandahan lang ako sa pa glitters effect nya,1
